segclass,funclass,x,y
5,L,6296319.944,1831834.928
M,M,6235841.294,2055374.466
M,M,6238998.304,2059532.792
M,M,6239444.53,2059147.579
M,M,6239917.674,2058568.336
M,M,6233575.06,2066050.204
Z,7,6484113.136,1818039.549
P,P,6293478.287,1832419.753
M,M,6172325.679,2090449.522
2,6,6283658.539,2065039.01
Z,7,6283315.27,2094754.045
Z,7,6243406.0,2012178.0
Z,7,6243073.536,2012573.621
P,P,6308951.832,1881181.525
Z,7,6341992.007,1862488.0
P,P,6305644.04,1866580.454
5,L,6428716.338,2078629.502
5,L,6414894.133,1956288.969
P,P,6300866.507,1897214.842
P,P,6297967.007,1895457.987
P,P,6298906.944,1896590.494
P,P,6299361.011,1895067.94
5,L,6472729.718,1827132.214
5,L,6299318.494,1784478.056
M,M,6202418.636,2038940.37
5,U,6423884.789,1905923.8
M,M,6237224.444,2064961.519
M,M,6238970.352,2064636.011
5,L,6379564.125,1803245.436
M,M,6207101.15,2106959.945
M,M,6211592.5,2103027.349
M,M,6211225.341,2026239.928
M,M,6211698.329,2026616.385
P,P,6303096.975,1796223.994
M,M,6213109.704,2029732.591
5,L,6372006.414,1904461.146
P,P,6299306.291,1783677.037
Z,7,6322783.312,1821950.096
M,M,6168610.264,2099070.081
5,L,6519691.584,1993658.026
Z,7,6243561.95,2012543.514
6,U,6510923.811,1873490.748
4,5,6424646.28,1893861.144
M,M,6207259.962,2037518.369
M,M,6212425.926,2022777.854
M,M,6210507.993,2027909.994
M,M,6210134.444,2027964.602
M,M,6210388.962,2026435.469
M,M,6207353.74,2038245.314
M,M,6208589.553,2036801.653
5,L,6354673.398,1880340.998
5,L,6344327.022,2073297.181
M,M,6216128.113,2033309.169
Z,7,6279894.665,2078469.287
5,L,6280565.892,2089036.275
5,L,6283156.0,1855045.0
P,P,6351235.855,1896197.203
5,L,6348391.703,2084975.778
7,7,6248191.488,1995493.944
Z,7,6267790.163,2084414.423
4,5,6386906.726,1901742.455
Z,7,6247398.13,2010628.161
Z,7,6357495.396,2049878.618
P,P,6295982.437,1920280.789
P,P,6296210.253,1920351.717
5,L,6507320.013,1861002.455
5,L,6333843.183,2039096.306
Z,7,6403210.279,2012811.686
Z,7,6421794.636,1888677.434
5,L,6381120.951,1962737.513
M,M,6238705.116,2063086.119
M,M,6239298.774,2064819.909
M,M,6239542.12,2064581.701
M,M,6239922.668,2062495.821
M,M,6239989.576,2062364.808
M,M,6161879.365,2100520.846
3,4,6259483.869,2014436.869
3,4,6259669.527,2014595.928
5,L,6273762.024,1988366.011
Z,7,6266295.036,1988720.678
M,M,6217461.464,2029976.013
M,7,6217181.768,2030366.495
M,M,6217189.398,2030260.022
M,M,6206584.148,2038737.0
5,L,6268163.511,1989474.996
2,6,6260134.759,1956466.827
M,M,6206856.512,2038303.714
M,M,6206903.243,2038478.967
Z,7,6282524.672,2085143.957
5,L,6360042.132,2097997.609
P,P,6259445.855,1851692.803
P,P,6277680.985,1855966.007
5,L,6337313.503,2095266.352
5,L,6501187.566,1996972.389
P,L,6280048.5,1847687.999
5,L,6332148.125,1854241.119
M,M,6198748.617,2044957.644
5,L,6506436.598,1993993.404
5,L,6238369.136,2014753.995
5,L,6238446.105,2014699.612
M,M,6208332.058,2037318.111
M,M,6214243.933,2024575.784
M,M,6215103.989,2023606.972
M,M,6208117.861,2037723.145
M,M,6208656.889,2035678.551
4,C,6286280.64,1951125.344
5,L,6268164.5,1989515.993
M,M,6213718.026,2024228.992
5,L,6377670.583,1975927.548
3,4,6327666.686,1854586.314
5,U,6377044.129,1967123.66
5,L,6341637.389,2090663.007
Z,7,6320439.497,2021800.23
5,U,6283625.746,2027921.493
Z,7,6405099.829,2013908.073
M,M,6232330.249,2067811.314
5,L,6357496.805,2093319.485
5,L,6339518.83,2092148.764
M,M,6231943.705,2040410.481
5,L,6345963.698,2087834.777
P,P,6294617.944,1968628.15
M,M,6209910.984,2028778.652
M,M,6210460.893,2028319.149
M,M,6210203.924,2026382.584
M,M,6210368.009,2026201.691
M,M,6210851.805,2026166.16
M,M,6211292.147,2027388.316
Z,7,6372232.984,2048305.153
Z,7,6273976.584,2047687.494
5,L,6238250.229,2014590.425
5,L,6238081.877,2014605.904
5,L,6238384.078,2014601.815
M,M,6209514.884,2026163.488
M,M,6211824.975,2028784.999
M,M,6211380.667,2028759.481
5,U,6548540.734,1856174.659
5,U,6543740.959,1853180.065
5,L,6535833.76,1801541.674
5,L,6316979.066,1818148.179
5,L,6551007.424,1857262.757
3,4,6289510.0,1853260.0
Z,7,6283019.555,2094627.262
P,P,6273620.113,1863892.661
5,L,6336461.819,1859754.855
5,L,6336474.152,1859549.12
5,L,6336132.847,1859493.686
M,M,6212656.354,2022821.974
5,L,6409373.124,1887637.261
5,L,6354845.755,1930673.698
P,P,6330611.647,1783679.06
P,P,6332175.282,1784704.678
P,P,6330841.354,1784739.726
P,P,6331733.079,1784717.204
P,P,6331060.098,1784429.1
Z,7,6443470.63,1973402.112
Z,7,6344041.5,1854083.001
7,7,6378706.356,1959916.617
Z,7,6341195.509,1842840.673
M,M,6161143.153,2087518.183
M,M,6158479.038,2086502.898
M,M,6221280.397,2050325.183
P,P,6330176.588,1784234.112
Z,7,6307281.556,1901370.72
5,L,6500750.358,1877625.127
M,M,6221727.111,2051609.793
M,M,6222291.32,2051507.837
M,M,6219631.061,2050113.034
M,M,6219199.203,2049870.833
P,P,6300829.009,1895687.837
M,M,6196401.141,2058562.736
M,M,6194345.395,2056813.27
5,U,6402923.008,2068194.682
W,W,6259979.409,1928431.395
Z,7,6358667.183,2051558.368
Z,7,6238761.106,1973590.569
5,L,6295009.743,1901267.484
M,M,6236509.544,2054305.524
5,L,6249656.066,2016940.234
P,P,6297717.971,1893988.5
M,M,6191244.832,2057114.416
M,M,6220347.884,2059280.448
M,M,6220555.193,2058487.849
Z,7,6238816.6,1973383.475
Z,7,6238532.056,1973418.42
M,M,6215472.025,2024455.807
M,M,6215698.871,2024422.982
M,M,6155507.678,2087018.722
M,M,6155503.959,2087905.338
3,4,6301212.418,1861914.053
Z,U,6368255.253,1918843.775
M,M,6215631.63,2026191.1
Z,7,6249181.081,1935514.924
Z,7,6249026.104,1935488.938
M,M,6216995.033,2031070.982
M,M,6202909.995,2040506.851
M,M,6205837.144,2038369.943
4,5,6286428.561,1950127.256
5,L,6255272.931,2077025.787
Z,7,6259794.924,1901449.898
M,M,6290556.854,1905015.285
M,M,6212632.857,2021211.686
M,M,6216614.029,2025260.432
M,M,6201025.348,2040757.386
M,M,6203008.614,2041292.675
M,M,6204702.869,2040374.584
M,M,6215695.196,2027414.087
M,M,6217136.507,2026407.002
5,L,6312540.375,2006054.833
5,L,6255161.658,1842883.582
5,L,6263130.002,2079382.522
5,L,6460874.985,1970876.723
5,L,6490598.833,1919204.791
5,U,6390056.974,2001651.799
5,L,6411309.579,1872744.136
5,L,6303989.439,2011432.607
Z,7,6374218.12,1919525.341
Z,7,6311238.363,2030933.238
7,7,6379472.533,2000499.311
6,U,6389595.217,1927327.363
5,L,6392927.622,1924483.595
5,U,6406766.33,1930485.906
5,L,6412315.718,1940683.371
M,M,6187014.656,2082956.962
Z,7,6269680.131,2014177.968
Z,7,6258635.67,2075572.691
4,C,6168905.004,2076691.179
M,M,6207526.622,2073462.048
M,M,6206699.522,2072619.944
M,M,6209407.205,2071965.686
M,M,6207890.993,2070926.987
5,L,6290333.489,2092388.255
Z,7,6384805.068,1889550.54
4,C,6303856.374,2011786.329
5,L,6297157.242,1882876.288
Z,7,6411347.66,2014286.766
5,L,6421085.153,1944235.862
M,M,6225212.102,2052169.783
M,M,6224573.652,2052710.229
M,M,6223441.146,2052133.221
M,M,6235620.127,2055332.88
M,M,6235069.205,2055473.998
M,M,6234913.187,2054915.435
M,M,6225531.181,2053762.262
M,M,6225081.54,2053446.408
Z,L,6256102.498,2077134.003
P,P,6268440.497,2007978.498
M,M,6222651.49,2072143.644
M,M,6198645.055,2067403.777
M,M,6190914.412,2055108.097
M,M,6219908.771,2058513.901
M,M,6220606.846,2058197.966
M,M,6224564.852,2059148.937
5,L,6385138.842,1893772.928
M,M,6220965.539,2049879.681
5,L,6298509.833,1875713.885
5,L,6298462.379,1877373.975
5,U,6435468.423,1927863.833
5,L,6368744.889,1992998.368
5,L,6318074.931,1976637.036
5,L,6265261.645,1993397.921
Z,L,6452772.458,1924220.713
Z,U,6454723.641,1929630.134
5,L,6318790.477,1979221.338
Z,7,6285687.72,1991977.244
M,M,6235799.49,2053651.874
Z,U,6301317.003,2017896.991
5,L,6299938.9,2016464.68
5,L,6298178.113,1875081.799
M,M,6216615.243,2026797.468
5,U,6430361.24,1929058.272
5,L,6442015.0,1893779.0
Z,U,6456908.429,1932950.193
M,M,6215818.248,2026425.439
M,M,6209293.559,2027956.005
M,M,6216717.723,2026039.757
M,M,6215782.885,2032667.229
M,M,6212511.809,2031096.701
M,M,6211786.268,2025078.336
5,L,6325062.627,1839447.766
6,U,6452298.993,2000821.296
Z,7,6364275.444,1890610.599
5,L,6324799.916,2022252.789
Z,U,6284361.134,1988734.56
M,M,6209869.0,2027330.0
M,M,6210972.342,2027755.588
M,M,6211001.665,2026503.132
M,M,6213812.677,2027513.679
M,M,6211689.118,2026086.81
Z,U,6552661.684,2060941.758
5,L,6353302.434,1880253.003
Z,7,6353603.998,1843358.5
5,L,6366143.969,1890278.495
5,9,6393909.074,1897701.197
5,L,6329959.612,2019793.62
5,L,6512923.643,1993139.976
Z,7,6271108.515,2037320.646
5,L,6253611.942,1991364.502
5,L,6253703.985,1991364.961
P,P,6335686.633,1829474.024
5,L,6315874.86,1986351.987
5,L,6351048.762,2098171.642
5,L,6349563.239,2098479.276
Z,7,6375453.831,1905027.763
Z,7,6249083.573,1935755.517
Z,7,6249109.72,1935446.057
Z,U,6261714.369,2093102.831
5,L,6346734.352,2074041.721
4,2,6315701.871,1821973.938
Z,7,6289864.645,2045626.282
Z,7,6289930.417,2029433.354
Z,7,6289121.527,2027367.445
5,L,6297076.462,1882790.195
Z,7,6372626.636,2075695.909
5,L,6360634.717,2076641.072
5,L,6273636.655,2084878.179
5,L,6273204.356,2085338.855
5,L,6298139.825,1877263.052
5,L,6298317.679,1876974.239
7,7,6317009.984,2034465.311
5,L,6392938.597,2071241.433
Z,7,6480056.059,2022980.195
5,L,6344956.304,2094306.301
5,L,6334480.449,1825143.868
5,L,6273015.518,2084675.489
Z,7,6345463.998,1878691.496
Z,7,6275803.986,2009084.902
Z,7,6279244.047,2009438.293
Z,7,6271609.771,2037473.073
5,L,6283775.769,1845629.294
5,L,6284150.02,1845989.325
5,L,6298615.046,1875691.286
5,L,6256220.26,1886735.299
M,M,6236306.358,2055840.548
Z,7,6345967.5,1878983.996
5,L,6344792.072,1878691.294
Z,7,6345323.0,1878692.0
5,L,6295651.901,1894525.889
5,L,6255760.111,1860294.237
M,M,6234045.094,2051842.998
M,M,6236001.643,2052717.358
M,M,6227340.716,2052383.23
M,M,6233093.868,2047349.628
M,M,6237979.977,2054319.769
5,L,6282246.947,1987421.415
M,M,6204448.87,2039977.582
Z,7,6308693.626,1822584.217
7,7,6396678.906,1975661.268
M,M,6204254.778,2039644.06
P,P,6254408.541,1890914.476
Z,7,6340941.843,1821457.565
Z,7,6340858.955,1821303.289
Z,7,6340758.323,1821345.781
Z,7,6340759.935,1821262.511
Z,7,6340759.659,1821216.351
5,U,6405627.382,2068611.926
Z,7,6315582.996,1913820.275
5,L,6315381.388,1913952.95
Z,7,6322115.346,1888490.326
4,C,6159528.489,2108537.043
M,M,6211951.932,2021725.419
M,M,6212272.405,2021037.118
Z,7,6279312.008,2078342.972
Z,7,6279504.543,2078084.399
4,C,6159840.052,2110036.36
4,C,6159504.99,2107658.125
4,C,6159485.346,2106937.143
M,M,6216847.09,2024712.289
5,L,6354395.848,2018192.985
M,M,6215386.37,2025216.156
M,M,6216025.382,2024797.232
M,M,6203955.732,2040343.861
5,L,6427499.566,1893226.347
Z,U,6325733.328,2052170.303
2,6,6261231.774,1943586.936
5,L,6334457.111,1839834.98
4,5,6336717.013,1840662.474
Z,7,6303354.257,1931526.83
5,L,6384928.267,1893800.14
4,C,6318752.766,1825704.14
4,C,6318841.36,1825564.219
4,C,6318805.368,1825620.449
Z,7,6340635.178,2026194.69
M,M,6222805.376,2078801.581
Z,7,6284744.917,1995022.748
5,L,6305398.366,1852175.765
5,L,6315722.452,1855561.313
Z,7,6421476.506,1888293.747
Z,7,6375198.623,1917465.474
Z,7,6375768.397,1917146.458
P,P,6512496.0,2036978.0
5,L,6385287.631,1893769.211
5,L,6301217.208,1861727.524
5,L,6272563.643,1844717.17
5,L,6297719.696,1875552.053
6,U,6346242.411,2026143.406
5,L,6330671.12,1838168.683
M,M,6292307.596,1829539.73
M,M,6292418.721,1829382.237
Z,7,6347429.783,2005393.112
5,L,6272498.493,1844730.765
M,M,6219231.746,2028857.945
5,L,6297146.508,1916548.928
3,4,6327827.839,1854426.661
5,L,6378152.363,1960398.12
7,7,6327721.949,1985526.509
5,L,6444278.445,1894443.892
5,L,6450614.467,1892559.685
5,L,6269485.546,1937707.802
Z,7,6370633.37,1921567.337
M,M,6292855.409,1828750.618
M,M,6293147.519,1828555.888
M,M,6293384.719,1828345.298
M,M,6292096.616,1829846.919
M,M,6292620.278,1829092.602
Z,7,6373808.848,1918442.754
P,P,6252114.957,1933427.666
5,L,6457909.148,1974165.673
5,L,6256318.844,1902757.34
5,L,6486400.071,1948708.148
Z,7,6250423.285,1967484.519
M,M,6293505.741,1828173.576
M,M,6293569.108,1828083.267
M,M,6293768.72,1827799.688
M,M,6291873.939,1830213.172
P,P,6462523.357,1890624.475
5,L,6287356.878,1873240.562
5,L,6342185.266,1845398.357
Z,7,6261017.34,2031584.999
5,L,6343006.878,1845479.148
5,L,6343195.086,1845137.365
5,L,6342594.5,1845742.012
5,L,6342471.353,1845180.411
6,U,6414987.51,1861416.436
Z,U,6338143.542,2012869.057
5,L,6424817.183,1940867.775
5,L,6265550.637,1993627.317
Z,7,6280114.525,1995937.342
5,L,6321142.676,1841802.599
5,L,6318696.0,1860026.832
M,M,6158258.498,2086459.903
5,L,6412012.061,1873027.411
5,L,6364237.502,2086101.664
Z,7,6320706.623,2034688.776
5,L,6363696.35,1954673.373
Z,7,6388948.638,1864230.545
Z,7,6388832.785,1863918.822
5,L,6404862.471,1940992.471
5,L,6263998.0,2074689.0
P,P,6264129.955,2074680.781
5,L,6508375.64,1865206.551
Z,7,6334700.471,2024322.358
M,M,6211456.919,2032197.075
5,L,6352191.937,1880037.989
5,L,6265349.12,1870088.468
Z,7,6305116.166,2059354.896
5,L,6377285.348,1868399.821
Z,7,6298858.32,1908094.987
Z,7,6298927.466,1908066.09
Z,7,6299161.659,1908034.234
Z,U,6352960.866,1796410.845
Z,7,6369804.163,1787830.606
5,L,6413682.179,1954043.798
5,L,6310851.702,1829536.783
5,L,6290133.613,1951372.337
Z,7,6267188.194,2079745.053
Z,7,6267186.786,2079486.373
5,L,6251428.0,1938830.0
Z,7,6351301.553,1794229.939
Z,7,6353366.21,1790930.991
2,6,6546866.757,2050505.906
Z,U,6401312.747,1937602.206
5,L,6356118.979,1863918.725
5,L,6309689.418,1910091.42
Z,7,6266965.713,2079824.462
6,U,6330731.928,1936213.614
Z,U,6323947.739,2047439.682
Z,U,6323235.799,2047761.046
Z,7,6271363.297,2040210.889
Z,U,6397446.787,1788139.163
Z,7,6363829.802,2075230.531
5,L,6479260.439,1879125.42
7,7,6477402.739,1877795.082
9,R,6327374.08,1836527.645
5,L,6327167.797,1836183.708
4,3,6363202.405,1874875.029
5,L,6317867.392,1953052.124
Z,7,6256486.305,2061341.152
5,L,6442590.344,2064914.581
P,P,6453974.234,1983041.838
Z,7,6272991.76,2039393.014
M,M,6237956.259,2061593.535
M,M,6238082.234,2060275.987
M,M,6240030.712,2060338.935
Z,7,6413159.276,2010404.697
5,U,6448571.317,1911595.869
P,P,6251823.85,1925503.803
Z,U,6355927.712,1786839.471
Z,7,6299125.1,1925114.36
2,6,6284899.304,2036821.965
5,L,6334896.089,1838339.149
5,L,6336056.253,1839199.123
5,L,6336485.599,1839640.638
Z,7,6273717.914,2017288.165
Z,7,6276787.758,2016256.92
M,M,6232593.022,2060955.041
M,M,6232260.365,2060505.416
5,L,6268523.386,2008071.109
Z,7,6273864.075,2038334.321
5,L,6266847.796,1992335.166
5,L,6267239.121,1992221.795
5,L,6264835.038,1990314.151
5,9,6393922.78,1898293.698
5,L,6289702.861,1863303.457
5,L,6299122.982,1856957.468
M,M,6233827.583,2059987.865
M,M,6238164.064,2061003.494
5,L,6255338.978,2082468.513
7,7,6317745.308,2034011.169
Z,7,6265522.09,2014048.384
5,L,6336634.04,1851562.674
5,L,6269030.798,1954787.843
Z,7,6238167.858,2103100.392
5,L,6263680.948,1871536.557
5,L,6325060.96,2030352.002
5,U,6283278.145,2027676.944
P,P,6275963.722,2008402.113
5,L,6321146.491,1842119.197
M,M,6193352.283,2054539.441
M,M,6222573.767,2075618.241
5,L,6265096.03,1996324.556
6,U,6480608.389,1930856.489
5,L,6489665.279,1920177.84
M,M,6184148.194,2085142.935
M,M,6184519.196,2083263.054
P,P,6336342.997,1828554.501
5,L,6550968.854,2013573.983
M,M,6215971.116,2026769.728
Z,7,6349940.485,1857122.0
6,U,6308942.934,1821960.479
5,L,6422245.506,2062611.449
5,L,6366832.583,1889752.808
Z,7,6438529.88,1889137.06
5,L,6486418.004,1904154.064
5,L,6265036.368,1990671.358
5,L,6265151.97,1990640.035
5,L,6517311.978,2041553.026
2,6,6514680.0,2036979.501
Z,7,6322377.918,1888497.476
Z,7,6321944.268,1888708.623
M,M,6208979.686,2024587.223
Z,7,6348382.592,1905941.927
M,M,6217107.962,2027884.377
M,M,6209347.881,2025275.418
7,7,6397771.769,1975883.943
7,7,6403611.256,1975889.864
7,7,6400575.153,1975767.588
M,M,6227673.98,2061023.1
Z,7,6411017.917,2008933.023
P,P,6377632.128,1960850.829
M,M,6223528.224,2091053.772
M,M,6227372.916,2061110.669
M,M,6227791.975,2061102.451
M,M,6227481.497,2061023.927
M,M,6237158.838,2057704.857
Z,7,6368901.068,1919473.743
6,U,6442320.0,1892349.995
Z,7,6322177.41,1888892.583
5,L,6341008.844,2091079.0
M,M,6211498.306,2025312.378
M,M,6211393.746,2024006.86
M,M,6214620.574,2025914.819
M,M,6212992.255,2023989.11
5,L,6261281.676,1845124.082
M,M,6236078.523,2059007.767
M,M,6236449.066,2057488.83
M,M,6238332.914,2056734.01
M,M,6175654.53,2089451.483
5,L,6406398.155,1855721.494
5,L,6357512.76,1877538.096
7,7,6399398.268,1975562.553
5,L,6375429.368,1817739.56
5,L,6272863.239,1857295.321
5,L,6264500.662,1852386.18
5,L,6259657.75,1846833.651
Z,7,6281193.772,1961082.882
5,L,6427773.118,1841776.65
Z,7,6342251.893,2033409.475
5,L,6579429.94,1805676.091
Z,7,6261155.012,1942040.777
6,U,6294109.528,1946081.551
5,L,6337700.438,1824422.585
Z,U,6402034.704,1795732.631
Z,U,6433845.858,1796735.638
Z,7,6282702.997,2094593.921
Z,U,6232083.552,2101260.27
Z,U,6233291.077,2102406.176
Z,U,6454064.523,1911266.061
Z,U,6459996.412,1904715.255
5,L,6344112.257,1892348.55
W,W,6359572.356,1907242.356
Z,7,6274331.2,1999455.239
H,7,6311267.996,1838372.87
H,7,6311212.905,1838688.478
H,7,6311377.497,1838370.883
5,L,6453639.984,1989711.388
Z,U,6450805.832,1998416.449
5,L,6316577.634,1817482.213
5,L,6490096.19,1978496.111
Z,7,6344401.916,2050587.542
5,L,6253500.181,1991365.182
5,L,6331895.477,1880930.847
Z,7,6271836.159,2039602.364
M,M,6202884.303,2043141.414
5,L,6480744.999,1826788.504
Z,7,6389294.151,1879135.795
5,L,6492476.317,1873447.173
5,L,6308285.93,1831491.319
Z,7,6272364.686,2039806.756
M,M,6202599.987,2043299.113
2,6,6284724.612,2036845.43
6,U,6404130.013,1805468.161
H,L,6281394.858,1870536.331
5,L,6300803.967,1846969.501
5,L,6257169.0,2077011.0
5,L,6326788.283,1855245.077
Z,7,6239078.78,1973428.888
5,L,6324501.121,1855136.637
M,M,6160215.117,2087505.846
Z,7,6379052.234,1870945.137
Z,7,6379353.059,1870987.135
Z,7,6379281.519,1870981.638
5,L,6422906.995,1860453.692
5,L,6423064.951,1859776.454
5,L,6422807.832,1859672.515
3,4,6280832.376,1991205.696
Z,U,6537062.159,1865258.619
2,6,6285077.149,2066474.349
5,L,6278017.535,1991484.285
Z,7,6320623.873,2034605.125
Z,7,6290402.603,1965322.594
M,M,6235968.038,2054748.715
Z,7,6336926.211,2010412.728
4,C,6318781.261,1825658.112
5,L,6336242.749,1839218.41
5,L,6373356.183,1876797.467
M,M,6207850.136,2071369.617
5,L,6299172.162,1991418.861
Z,7,6281503.685,2075601.848
Z,U,6390340.012,1808133.167
5,L,6276513.0,1855638.0
P,P,6274422.012,1864649.962
M,M,6239635.605,2059653.277
M,M,6235469.325,2055736.177
M,M,6236714.942,2053313.398
5,L,6264547.142,1875788.401
P,P,6273432.809,1864179.815
M,M,6173087.743,2090397.483
5,L,6523010.128,2031519.939
M,M,6173853.268,2090342.422
P,P,6274188.96,1864175.452
P,P,6273855.258,1863778.307
5,L,6499308.185,1850528.599
5,L,6499089.862,1848773.861
5,L,6503029.259,1861122.262
M,M,6219378.376,2054768.224
Z,U,6336573.432,1950389.361
P,P,6278998.779,1992161.905
5,L,6278580.179,1990289.902
5,L,6284205.095,1993316.668
5,L,6283417.542,1990856.569
M,M,6160756.448,2087327.286
5,L,6423430.982,1860334.156
5,L,6301026.889,1862287.812
4,C,6174609.582,2071835.088
M,M,6220244.934,2059674.753
M,M,6237074.412,2055487.628
M,M,6229466.284,2055299.476
M,M,6238891.289,2060421.084
Z,7,6280092.001,2078234.019
M,M,6207090.665,2071024.465
M,M,6206140.374,2068628.785
M,M,6215652.074,2069963.779
M,M,6188761.036,2060507.86
M,M,6194746.817,2061020.472
M,M,6194754.149,2057021.293
5,L,6377972.117,1808653.287
M,M,6154806.322,2086624.129
5,L,6266895.2,2067486.012
Z,7,6258228.98,1896490.702
5,L,6264015.477,1871679.122
M,M,6236708.463,2066915.127
M,M,6233048.883,2063799.131
M,M,6236756.536,2070848.185
M,M,6238892.796,2058047.671
M,M,6238225.689,2059771.394
M,M,6238824.996,2058951.998
M,M,6238361.866,2058379.759
M,M,6238030.736,2057894.064
M,M,6232391.552,2069882.38
M,M,6231891.723,2067782.029
M,M,6233227.019,2067536.85
Z,7,6449465.237,1946549.987
4,5,6251522.885,2091155.466
5,L,6450710.268,1990659.533
5,L,6451236.885,1992597.796
Z,U,6384934.478,2084936.613
5,L,6378884.862,2075905.905
5,L,6282692.714,1997218.528
Z,7,6270068.131,1897761.716
5,L,6278363.0,1990290.0
M,M,6232540.971,2066549.24
5,L,6490085.166,1873801.869
Z,7,6273888.779,1862850.249
5,L,6251130.272,1938931.469
M,M,6207134.043,2072348.017
M,M,6203963.714,2076504.671
M,M,6224592.205,2053106.839
M,M,6224070.678,2052965.325
M,M,6225433.908,2052422.211
M,M,6222716.666,2052151.689
5,U,6408016.096,1925642.022
5,U,6411809.741,1925131.445
Z,U,6405227.679,1793731.928
5,L,6297537.643,1915991.645
5,L,6251110.0,1938844.0
2,6,6294265.861,2016833.327
M,M,6157485.838,2089711.376
M,M,6158115.392,2089800.508
M,M,6156645.331,2088900.801
5,L,6523700.488,2037269.487
Z,7,6290053.075,2027186.711
5,L,6518210.982,2063411.179
4,C,6425050.419,1894231.633
M,M,6163610.261,2110426.006
5,L,6291382.619,1939146.748
P,P,6301805.547,2005997.418
5,L,6295701.521,1965078.87
M,M,6206726.855,2038222.244
M,M,6205871.836,2038573.524
M,M,6206694.329,2038532.27
M,M,6207000.001,2038109.788
M,M,6206774.835,2037958.244
M,M,6206505.96,2037268.968
Z,7,6294145.039,2040345.619
M,M,6204262.856,2043452.987
M,M,6187595.36,2082815.534
M,M,6185798.994,2082565.002
5,L,6281896.729,1837910.082
5,L,6361207.996,1881718.276
5,L,6263132.996,1851964.955
5,L,6279498.498,1854688.999
9,R,6285650.25,1842707.417
Z,7,6345681.197,2044409.0
Z,U,6377831.469,2091507.526
M,M,6206980.954,2037772.617
M,M,6208987.223,2036620.998
M,M,6207091.936,2036322.537
M,M,6208080.93,2037150.753
M,M,6208122.191,2036494.393
M,M,6208394.439,2036587.604
M,M,6188882.572,2082501.604
5,L,6232204.507,2028827.505
Z,7,6347814.498,2037373.0
